논문 기관명,실제 기관명,상위 기관명,국가,ROR ID,논문 수,근거,검토 필요
,Seminar for Applied Mathematics,ETH Zurich,Switzerland,00bfrk915,1,scopus+pdf,
,Seminar for Applied Mathematics,ETH Zurich,Switzerland,00bfrk915,1,scopus+pdf,
Semmelweis Egyetem,Semmelweis University,,Hungary,01g9ty582,1,scopus-unconfirmed,
Seoul Metropolitan Government,Seoul Metropolitan Government,,South Korea,002wfgr58,1,openalex,
"Department of Pathology, Seoul Metropolitan Government-Seoul National University Baramae",Seoul Metropolitan Government-Seoul National University,,South Korea,,1,scopus+pdf,
"Medical Center, Seoul National University College of Medicine, Seoul, Republic of Korea",Seoul National University,,South Korea,04h9pn542,1,scopus+pdf,
,Seoul National University,,South Korea,04h9pn542,1,scopus+pdf,
"School of Biological Sciences, Seoul National University, Seoul, Republic of Korea",Seoul National University,,South Korea,04h9pn542,1,scopus+pdf,
"Seoul National Uni- versity, Seoul, South Korea",Seoul National University,,South Korea,04h9pn542,1,scopus+pdf,
"Department of Intelligence and Information, Graduate School of Convergence Science and Technology, ASRI, AIIS, Seoul National University",Seoul National University,,South Korea,04h9pn542,1,pdf,
"Department of Electrical and Computer Engineering, Seoul National Univer- sity, Seoul, South Korea",Seoul National University,,South Korea,04h9pn542,1,scopus+pdf,
"Department of Mathematical Sciences, Seoul National Uni- versity, Seoul, Republic of Korea",Seoul National University,,South Korea,04h9pn542,1,scopus+pdf,
"Department of Chemistry, Seoul National University, Seoul, Republic of Korea",Seoul National University,,South Korea,04h9pn542,1,scopus+pdf,
Seoul National University,Seoul National University,,South Korea,04h9pn542,1,scopus+pdf,
"School of Biological Sciences, Seoul National University, Seoul, Korea",Seoul National University,,South Korea,04h9pn542,1,scopus+pdf,
"Interdisciplinary Program in Artificial Intelligence, Seoul National University, Seoul, South Korea",Seoul National University,,South Korea,04h9pn542,1,scopus+pdf,
"Inter-university Semiconductor Research Center (ISRC), Seoul National University, Seoul 08826, Republic of Korea",Seoul National University,,South Korea,04h9pn542,1,scopus+pdf,
"Graduate School of Data Science, Seoul National University, Seoul, Korea",Seoul National University,,South Korea,04h9pn542,1,scopus+pdf,
"Graduate School of Data Science, Seoul National Uni- versity, Seoul, South Korea",Seoul National University,,South Korea,04h9pn542,1,scopus+pdf,
"Department of Linguistics, Seoul National University, Seoul, South Korea",Seoul National University,,South Korea,04h9pn542,1,scopus+pdf,
"Department of Chemistry, Seoul National University, Gwanak-ro, Gwanak-gu, Seoul, Republic of Korea",Seoul National University,,South Korea,04h9pn542,1,scopus+pdf,
"Department of Chemical and Biological Engineering, Seoul National University",Seoul National University,,South Korea,04h9pn542,1,scopus+pdf,
"Department of Chemical and Biological Engineering, Seoul Na- tional University, Republic of Korea",Seoul National University,,South Korea,04h9pn542,1,scopus+pdf,
"Department of Chemical and Biological Engineering (BK21 Four) and Institute of Chemical Processes, Seoul National Univer- sity",Seoul National University,,South Korea,04h9pn542,1,scopus+pdf,
"Department of Biomedical Sciences, Seoul National University, Seoul, South Korea",Seoul National University,,South Korea,04h9pn542,1,scopus+pdf,
"School of Biological Sciences, Seoul National University, Seoul, Republic of Korea",Seoul National University,,South Korea,04h9pn542,1,scopus+pdf,
"Graduate School of Data Science, Seoul National University, Seoul, Korea",Seoul National University,,South Korea,04h9pn542,1,scopus+pdf,
Seoul National University Bundang Hospital,Seoul National University Bundang Hospital,Seoul National University,South Korea,00cb3km46,1,openalex,
Seoul National University of Education,Seoul National University of Education,,South Korea,01xts9v65,1,openalex,
Sequome,Sequome,,United States,,1,scopus+pdf,
Sequome,Sequome,,United States,,1,scopus+pdf,
ServiceNow Research,ServiceNow (United States),,United States,05xr0bc04,1,scopus+pdf,
ServiceNow,ServiceNow (United States),,United States,05xr0bc04,1,scopus+pdf,
ServiceNow Research,ServiceNow (United States),,United States,05xr0bc04,1,scopus+pdf,
Services déconcentrés d'appui à la recherche Clermont-Auvergne-Rhône-Alpes,Services déconcentrés d'appui à la recherche Clermont-Auvergne-Rhône-Alpes,"National Research Institute for Agriculture, Food and Environment",France,04aqtsh50,1,openalex,
"Assistant Professor, Seth Jai Parkash Mukand Lal Institute of Engineering and Technology (JMIT) Radaur, Haryana, 135133 -INDIA",Seth Jai Parkash Mukand Lal Institute,,India,,1,scopus+pdf,
Setup of AI Hospital As depicted in,Setup of AI Hospital,,,,1,scopus+pdf,
Shaanxi University of Science and Technology,Shaanxi University of Science and Technology,,China,034t3zs45,1,scopus+pdf,
"Shahjalal University of Science and Technology (SUST), Sylhet, Bangladesh",Shahjalal University of Science and Technology,,Bangladesh,05hm0vv72,1,scopus+pdf,
"Technology (Shandong Academy of Sciences), China",Shandong Academy,,China,,1,scopus+pdf,
Shandong First Medical University,Shandong First Medical University,,China,05jb9pq57,1,openalex,
"School of Clinical and Basic Medical Sciences, Shandong First Medical University & Shandong",Shandong First Medical University,,China,05jb9pq57,1,scopus+pdf,
Shandong Jianzhu University,Shandong Jianzhu University,,China,01gbfax37,1,openalex,
Shandong Management University,Shandong Management University,,China,00vzprm14,1,scopus+pdf,
"Shandong University, Qingdao, China 2Baidu. Inc, Beijing, China",Shandong University,,China,0207yh398,1,scopus+pdf,
"School of Control Science and Engineering, Shandong University",Shandong University,,China,0207yh398,1,scopus+pdf,
"Mani Abdul Karim, XIM University, India Linghui Dong, Shandong University, China",Shandong University,,China,0207yh398,1,scopus+pdf,
"Cheeloo College of Medicine, Shandong University",Shandong University,,China,0207yh398,1,scopus+pdf,
Shandong University,Shandong University,,China,0207yh398,1,scopus+pdf,
"Guoteng Zhang is with the School of Control Science and Engineering, Shandong University, Jinan 250061, China",Shandong University,,China,0207yh398,1,scopus+pdf,
Shandong University,Shandong University,,China,0207yh398,1,scopus+pdf,
"School of Software, Shandong University, Jinan, Shandong, China",Shandong University,,China,0207yh398,1,scopus+pdf,
"School of Control Science and Engineering, Shandong University",Shandong University,,China,0207yh398,1,scopus+pdf,
"School of Computer and Artificial Intelligence, Shandong University of Finance and Economics, Jinan, China",Shandong University of Finance and Economics,,China,02e2nnq08,1,scopus+pdf,
Shandong University of Political Science and Law,Shandong University of Political Science and Law,,China,01b2j5886,1,openalex,
"Shanghai Academy of AI for Science, China",Shanghai Academy,,China,,1,scopus+pdf,
Shanghai Academy of AI for Science,Shanghai Academy,,China,,1,scopus+pdf,
Shanghai Academy of AI for Science,Shanghai Academy,,China,,1,scopus+pdf,
Shanghai Academy of Artificial Intelligence for Science,Shanghai Academy of Artificial Intelligence for Science,,China,,1,scopus+pdf,
Shanghai Academy of Artificial Intelligence for Sci- ence,Shanghai Academy of Artificial Intelligence for Science,,China,,1,scopus+pdf,
"Shanghai Academy of Artificial Intelligence for Science (SAIS), Shanghai, 200232, China",Shanghai Academy of Artificial Intelligence for Science,,China,,1,scopus+pdf,
"Shanghai Academy of Artificial Intelligence for Science, Shanghai, China",Shanghai Academy of Artificial Intelligence for Science,,China,,1,scopus+pdf,
"Shanghai Academy of Artificial Intelligence for Science, Shanghai, China",Shanghai Academy of Artificial Intelligence for Science,,China,,1,scopus+pdf,
"♣Fudan University, ♠Shanghai Artificial Intelligence Laboratory",Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,1,scopus+pdf,
"Tsinghua University, 2Shanghai Artificial Intelligence Laboratory, 3Frontis AI",Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,1,scopus+pdf,
"Shanghai Jiao Tong University, 2Shanghai AI Lab",Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,1,scopus+pdf,
Shanghai Artiﬁcial Intelligence Laboratory,Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,1,scopus+pdf,
"Shanghai Artificial Intelligence Laboratory, Shanghai, 200232, China",Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,1,scopus+pdf,
"Shanghai Artificial Intelligence Laboratory, 2The Chinese University of Hong Kong",Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,1,scopus+pdf,
"Shanghai Artificial Intelligence Laboratory, 2 Zhejiang University",Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,1,scopus+pdf,
"Shanghai AI Lab, 4 Harbin Institute of Technology",Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,1,scopus+pdf,
"InternScience Team, Shanghai Artificial Intelligence Laboratory",Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,1,scopus+pdf,
"Institute for AI Industry Research (AIR), Tsinghua University, 2Shanghai AI Lab, 3Peking University",Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,1,scopus+pdf,
Shanghai Artificial Intelli- gence Laboratory,Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,1,scopus+pdf,
"Shanghai Artificial Intelligence Laboratory, Shanghai, China",Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,1,scopus+pdf,
Shanghai Artificial Intelligence Laboratory,Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,1,scopus+pdf,
Shanghai Artificial Intelligence Lab- oratory,Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,1,scopus+pdf,
"Shanghai Artificial Intelligence Laboratory, Shanghai, China",Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,1,scopus+pdf,
"Shanghai Artificial Intelligence Laboratory, China",Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,1,scopus+pdf,
Shanghai Artificial Intelligence Laboratory,Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,1,scopus+pdf,
,Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,1,scopus+pdf,
"Shanghai Artiﬁcial Intelligence Laboratory, Shanghai, China",Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,1,scopus+pdf,
Shanghai Artificial Intelligence Laboratory. Cor- respondence to: Tianshu Yu .cn,Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,1,scopus+pdf,
"Shanghai Artificial Intelligence Lab- oratory, China",Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,1,scopus+pdf,
Shanghai Artificial Intelligence Lab- oratory,Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,1,scopus+pdf,
"Shanghai Artificial Intelli- gence Laboratory, China",Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,1,scopus+pdf,
Shanghai Artificial Intelli- gence Laboratory,Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,1,scopus+pdf,
Shanghai Artificial In- telligence Laboratory,Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,1,scopus+pdf,
"AI4Science Center, Shanghai Artificial Intelligence Laboratory, 129 Longwen Road, Xuhui, 200232, Shanghai, China",Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,1,scopus+pdf,
Shanghai Artificial Intelligence Laboratory,Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,1,scopus+pdf,
Shanghai Artificial Intelligence Laboratory,Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,1,pdf,
,Shanghai Artificial Intelligence Laboratory,,China,03wkvpx79,1,scopus+pdf,
Shanghai Chest Hospital,Shanghai Chest Hospital,,China,03fjc3817,1,openalex,
Shanghai Clinical Research Center,Shanghai Clinical Research Center,,China,057tkkm33,1,openalex,
Shanghai Clinical Research and Trial Center,Shanghai Clinical Research and Trial Center,,China,,1,scopus+pdf,
Shanghai FRP Research Institute (China),Shanghai FRP Research Institute (China),,China,00z74rd31,1,openalex,
Shanghai General Hospital,Shanghai First People's Hospital,,China,04a46mh28,1,scopus+pdf,
"△Shanghai Innovation Institute, Shanghai 200003, P.R. China",Shanghai Innovation Institute,,China,,1,scopus+pdf,
"Shanghai Innovation Institute, Shanghai, China",Shanghai Innovation Institute,,China,,1,scopus+pdf,
"Shanghai Innovation Institute, China",Shanghai Innovation Institute,,China,,1,scopus+pdf,
Shanghai AI Laboratory 5Shanghai Innovation Institute,Shanghai Innovation Institute,,China,,1,scopus+pdf,
Fudan University 2Shanghai Innovation Institute,Shanghai Innovation Institute,,China,,1,scopus+pdf,
Shanghai Innovation Institute. I,Shanghai Innovation Institute,,China,,1,scopus+pdf,
"Shanghai Innovation Institute, Shanghai, China",Shanghai Innovation Institute,,China,,1,scopus+pdf,
"Shanghai Innovation Institute, Shanghai, China",Shanghai Innovation Institute,,China,,1,scopus+pdf,
"Shanghai Innovation Institute, Shang- hai, China",Shanghai Innovation Institute,,China,,1,scopus+pdf,
Shanghai Inno- vation Institute,Shanghai Innovation Institute,,China,,1,scopus+pdf,
Shanghai Innovation Institute,Shanghai Innovation Institute,,China,,1,scopus+pdf,
Shanghai Innovative Research Center of Traditional Chinese Medicine,Shanghai Innovative Research Center of Traditional Chinese Medicine,,China,01gnagj68,1,openalex,
"Shanghai Institute for Mathematics and Interdisciplinary Sciences, Shanghai, China",Shanghai Institute for Mathematics and Interdisciplinary Sciences,,China,0489cd473,1,scopus+pdf,
"Shanghai Institute for Mathematics and Interdisciplinary Sciences, Shanghai, China",Shanghai Institute for Mathematics and Interdisciplinary Sciences,,China,0489cd473,1,scopus+pdf,
Skolkovo Institute of Science and,Shanghai Institute for Science of Science,,China,004srxn73,1,scopus+pdf,
"Indian Institute of Science, Bangalore, India",Shanghai Institute for Science of Science,,China,004srxn73,1,scopus+pdf,
Indian Institute of Science,Shanghai Institute for Science of Science,,China,004srxn73,1,scopus+pdf,
"Department of Electrical Communication Engineering, Indian Institute of Science, Bangalore, India",Shanghai Institute for Science of Science,,China,004srxn73,1,scopus+pdf,
,Shanghai Institute of Ceramics,Chinese Academy of Sciences,China,05etnz140,1,scopus+pdf,
"State Key Laboratory of High Performance Ceramics, Shang- hai Institute of Ceramics, Chinese Academy of Sciences, 1295 Dingxi Road, Shanghai 200050, China",Shanghai Institute of Ceramics,Chinese Academy of Sciences,China,05etnz140,1,scopus+pdf,
Shanghai Institute of Measurement and Testing Technology,Shanghai Institute of Measurement and Testing Technology,,China,00zcefp03,1,openalex,
"Shanghai Institute of Microsystem and Information Technology, Shanghai, China",Shanghai Institute of Microsystem and Information Technology,Chinese Academy of Sciences,China,04nytyj38,1,scopus+pdf,
Shanghai Institute of Nutrition and Health,Shanghai Institute of Nutrition and Health,Chinese Academy of Sciences,China,00rytkh49,1,scopus+pdf,
"Shanghai Institute of Optics and Fine Mechanics, Chinese Academy of Sciences",Shanghai Institute of Optics and Fine Mechanics,Chinese Academy of Sciences,China,03g897070,1,scopus+pdf,
Shanghai Institute of Optics and Fine Mechanics,Shanghai Institute of Optics and Fine Mechanics,Chinese Academy of Sciences,China,03g897070,1,scopus+pdf,
"is with the School of Mechanical Engineering, Shanghai Institute of Technology, Shanghai, 201418, China reconstruction systems such as Meta SAM",Shanghai Institute of Technology,,China,00fjzqj15,1,scopus+pdf,
